time/fps,per/beta,_timestamp,rollout/ep_rew_mean,locals/num_collected_steps,global_step,trajectory/video,rollout/ep_len_mean,rollout/exploration_rate,_step,per/max_priority,train/loss,train/n_updates,locals/infos_0_lives,locals/rewards,eval/mean_ep_length,_runtime,time/_episode_num,locals/num_collected_episodes,eval/mean_reward,train/learning_rate,run
,,1780110652.9423287,95.98,,1646280.0,,,,8463,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110704.5657983,,,1650000.0,,,,8473,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780110704.5671546,,,1650000.0,,,,8482,,,387499.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110705.4158247,,,1650098.0,,,,8483,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110705.4169147,,,1650098.0,,863.89,,8489,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110705.4169726,,,1650098.0,,,,8492,,,,,,,0.571954368,2371.0,,,,Dueling DDQN+PER
,,1780110734.7122197,,2.0,1653594.0,,,,8499,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110734.7138636,,,1653594.0,,,,8502,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110734.7139833,,,1653594.0,,,,8508,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780110734.7140017,,,1653594.0,,,,8509,,0.07113828,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110770.4759414,,,1657880.0,,,,8511,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110770.4769647,,,1657880.0,,876.71,,8517,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110770.477032,,,1657880.0,,,,8522,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780110770.477045,,,1657880.0,,,,8523,,0.12787208,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110802.5305016,,,1661706.0,,,,8526,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780110802.5315597,,,1661706.0,,,,8530,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110802.531594,96.21,,1661706.0,,,,8532,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110802.5322673,,,1661706.0,,,,8538,,,390426.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110833.859006,,,1665464.0,,,,8540,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780110833.8590295,,4.0,1665464.0,,,,8541,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110833.860494,96.73,,1665464.0,,,,8546,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,0.5669452,1780110867.3209143,,,1669456.0,,,,8557,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110867.3209329,,,1669456.0,,,,8558,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110867.321596,,,1669456.0,,,,8564,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780110867.3216207,,,1669456.0,,,,8565,,0.055000253,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110895.642079,,,1672840.0,,,,8576,,,,,,,0.571954368,2395.0,,,,Dueling DDQN+PER
,,1780110895.6421328,,,1672840.0,,,,8579,,0.027737971,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110927.4438064,,,1676624.0,,,,8581,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110927.4454691,,,1676624.0,,901.74,,8587,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110927.445482,97.98,,1676624.0,,,,8588,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110956.010615,,,1680036.0,,,,8595,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110956.0106533,,,1680036.0,,,,8596,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780110956.0106695,,4.0,1680036.0,,,,8597,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110956.011822,,,1680036.0,,,,8606,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780110987.5189323,,,1683804.0,,,,8612,,,,,"{'values': [1], 'bins': [0, 1e-12], '_type': 'histogram'}",,0.571954368,,,,,Dueling DDQN+PER
,,1780110987.519003,,,1683804.0,,,,8614,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110987.5190437,,,1683804.0,,,0.069230564,8617,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780110987.5191066,,,1683804.0,,,,8621,,0.030348081,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111045.78141,,,1690764.0,,,,8646,,,,,,,0.571954368,2415.0,,,,Dueling DDQN+PER
,,1780111045.782078,,,1690764.0,,,,8649,,0.1500922,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111072.9685364,,4.0,1694000.0,,,,8653,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111072.9697306,,,1694000.0,,898.82,,8657,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111072.969753,96.26,,1694000.0,,,,8658,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111072.9697976,,,1694000.0,,,,8660,,,,,,,0.571954368,2419.0,,,,Dueling DDQN+PER
,,1780111111.2457104,,,1698576.0,,,,8665,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111111.2457626,,4.0,1698576.0,,,,8667,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111111.2468019,,,1698576.0,,,0.061064932,8673,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111111.246815,,,1698576.0,,,,8674,,,,,,,0.571954368,2423.0,,,,Dueling DDQN+PER
134.0,,1780111111.2468283,,,1698576.0,,,,8675,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111111.2468538,,,1698576.0,,,,8677,,0.117414035,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111143.837137,,,1700000.0,,,,8680,,,,,,,0.571954368,,,79.0,,Dueling DDQN+PER
,,1780111143.83716,,,1700000.0,,,,8681,,,,2.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111143.8371744,,,1700000.0,,,,8682,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780111143.838326,,,1700000.0,,,,8686,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,0.5702092,1780111161.3090913,,,1702095.0,,,,8696,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111161.3091388,,,1702095.0,,,,8697,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111161.3091838,95.55,,1702095.0,,,,8699,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111193.4204094,,3.0,1705931.0,,,,8708,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111220.0371668,,,1709091.0,,,,8720,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
133.0,,1780111220.038505,,,1709091.0,,,,8730,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111220.0385303,,,1709091.0,,,,8732,,0.09228828,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111247.878865,,3.0,1712391.0,,,,8736,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111247.879682,,,1712391.0,,,,8739,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111247.8803935,,,1712391.0,,,,8745,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780111247.8804402,,,1712391.0,,,,8747,,,403097.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111280.5851865,92.54,,1716271.0,,,,8755,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111280.5852652,,,1716271.0,,,,8761,,,404067.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111310.457553,,,1719811.0,,,,8762,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
133.0,,1780111310.459097,,,1719811.0,,,,8772,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111340.0613344,,3.0,1723311.0,,,,8778,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111340.0625925,,,1723311.0,,,,8789,,,405827.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111368.577251,,3.0,1726675.0,,,,8792,,,,,,,0.571954368,,,,,Dueling DDQN+PER
133.0,,1780111368.578582,,,1726675.0,,,,8800,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111368.5785954,,,1726675.0,,,,8801,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780111398.7534418,,3.0,1730247.0,,,,8806,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111398.754525,,,1730247.0,,,0.04355791,8812,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111398.7545896,,,1730247.0,,,,8816,,0.154993,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111430.1658015,,1.0,1733973.0,,,,8820,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111430.1667757,,,1733973.0,,,,8829,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780111460.3252237,,1.0,1737553.0,,,,8834,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111460.3262904,,,1737553.0,,,0.039519314,8840,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111491.0648804,,,1741198.0,,,,8851,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111491.0649247,92.93,,1741198.0,,,,8853,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111491.0650375,,,1741198.0,,,,8858,,0.07215001,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111519.796842,,,1744587.0,,,,8861,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780111519.7968583,,3.0,1744587.0,,,,8862,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111519.7975345,,,1744587.0,,,,8863,,,,,"{'values': [1], 'bins': [0, 1e-12], '_type': 'histogram'}",,0.571954368,,,,,Dueling DDQN+PER
,,1780111519.7976289,98.29,,1744587.0,,,,8867,,,,,,,0.571954368,,,,,Dueling DDQN+PER
133.0,,1780111519.7976694,,,1744587.0,,,,8870,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111519.7980716,,,1744587.0,,,,8871,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780111545.6289718,,,1747645.0,,,,8875,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780111545.6289947,,1.0,1747645.0,,,,8876,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111545.63017,,,1747645.0,,,0.03394068,8882,,,,,,,0.571954368,,,,,Dueling DDQN+PER
133.0,,1780111545.630198,,,1747645.0,,,,8884,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111545.630212,,,1747645.0,,,,8885,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780111584.2570267,,,1750000.0,,,,8888,,,,,,825.2,0.571954368,,,,,Dueling DDQN+PER
,,1780111584.257083,,,1750000.0,,,,8889,,,,,,,0.571954368,,,50.4,,Dueling DDQN+PER
,,1780111584.2571692,,3.0,1750000.0,,,,8892,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111596.0862622,,1.0,1751389.0,,,,8903,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,0.5751388,1780111596.0872908,,,1751389.0,,,,8905,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111596.0873952,,,1751389.0,,,,8910,,,,,,,0.571954368,2483.0,,,,Dueling DDQN+PER
,,1780111596.0874321,,,1751389.0,,,,8912,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780111596.0874445,,,1751389.0,,,,8913,,0.0771219,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111625.8643594,,1.0,1754905.0,,,,8917,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111625.8653216,108.45,,1754905.0,,,,8922,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111625.8653479,,,1754905.0,,,,8924,,,,,,,0.571954368,2487.0,,,,Dueling DDQN+PER
133.0,,1780111625.8653615,,,1754905.0,,,,8925,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111653.1983898,,,1758121.0,,,,8938,,,,,,,0.571954368,2491.0,,,,Dueling DDQN+PER
,,1780111653.198427,,,1758121.0,,,,8941,,0.2680302,,,,,0.571954368,,,,,Dueling DDQN+PER
,0.57617,1780111683.3063712,,,1761703.0,,,,8947,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111683.306405,,,1761703.0,,888.63,,8949,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111683.3064713,,,1761703.0,,,,8954,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780111683.3064845,,,1761703.0,,,,8955,,0.4149751,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111711.3671756,,,1765019.0,,,,8960,,,,,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,0.571954368,,,,,Dueling DDQN+PER
,,1780111711.3673172,112.89,,1765019.0,,,,8964,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111711.3673491,,,1765019.0,,,,8966,,,,,,,0.571954368,2499.0,,,,Dueling DDQN+PER
,,1780111711.3679655,,,1765019.0,,,,8970,,,416254.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111747.0633285,,,1769229.0,,,,8974,,,,,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,0.571954368,,,,,Dueling DDQN+PER
,,1780111778.2855744,,3.0,1772915.0,,,,8987,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111778.2866256,,,1772915.0,,,,8988,,,,,"{'values': [1], 'bins': [0, 1e-12], '_type': 'histogram'}",,0.571954368,,,,,Dueling DDQN+PER
,,1780111778.2867157,,,1772915.0,,891.11,,8991,,,,,,,0.571954368,,,,,Dueling DDQN+PER
132.0,,1780111778.2867649,,,1772915.0,,,,8995,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111843.3970597,,,1780597.0,,898.33,,9019,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111875.0122554,,,1784331.0,,,,9027,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111875.0133514,,,1784331.0,,903.31,,9033,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111875.0134473,,,1784331.0,,,,9040,,,421082.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111905.1387138,,,1787879.0,,,,9042,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780111905.1407068,,,1787879.0,,893.03,,9047,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111905.140744,,,1787879.0,,,0.0117002195,9049,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111934.8769925,,,1791385.0,,,0.009762181,9063,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111934.8770556,,,1791385.0,,,,9067,,0.1610443,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111969.3487413,,2.0,1795450.0,,,,9071,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780111969.3495784,,,1795450.0,,,0.007515139,9077,,,,,,,0.571954368,,,,,Dueling DDQN+PER
132.0,,1780111969.349606,,,1795450.0,,,,9079,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112001.8517597,,,1799284.0,,,,9084,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780112001.8526287,,,1799284.0,,,,9088,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112001.8526573,129.33,,1799284.0,,,,9090,,,,,,,0.571954368,,,,,Dueling DDQN+PER
132.0,,1780112001.8527021,,,1799284.0,,,,9093,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112059.9231248,,,1803398.0,,910.07,,9116,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112059.9231534,,,1803398.0,,,0.005,9118,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112059.923621,,,1803398.0,,,,9121,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780112059.9236462,,,1803398.0,,,,9122,,0.09847138,,,,,0.571954368,,,,,Dueling DDQN+PER
,0.5807216,1780112092.4263763,,,1807218.0,,,,9128,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112092.4263952,,,1807218.0,,,,9129,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
132.0,,1780112092.426464,,,1807218.0,,,,9134,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112092.4265034,,,1807218.0,,,,9137,,,426804.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112124.8156533,,,1811022.0,,,,9138,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112124.8157,,,1811022.0,,,,9139,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780112124.8171675,,,1811022.0,,,,9143,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112124.817207,,,1811022.0,,,0.005,9146,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112164.1865633,,1.0,1815669.0,,,,9154,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112164.187523,,,1815669.0,,,,9155,,,,,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,0.571954368,,,,,Dueling DDQN+PER
,,1780112164.1876929,,,1815669.0,,,,9164,,0.09987429,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112195.1070724,,,1819315.0,,,,9169,,,,,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,0.571954368,,,,,Dueling DDQN+PER
,,1780112195.10731,,,1819315.0,,,,9177,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780112228.5599208,143.96,,1823235.0,,,,9187,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112228.5599473,,,1823235.0,,,,9189,,,,,,,0.571954368,2559.0,,,,Dueling DDQN+PER
132.0,,1780112228.559961,,,1823235.0,,,,9190,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112228.5605247,,,1823235.0,,,,9191,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780112256.703105,,,1826539.0,,,,9194,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112256.7031577,,,1826539.0,,,,9195,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780112256.704502,140.51,,1826539.0,,,,9201,,,,,,,0.571954368,,,,,Dueling DDQN+PER
132.0,,1780112256.7045593,,,1826539.0,,,,9204,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112283.3604617,,,1829675.0,,,,9220,,0.1754197,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112310.923291,,3.0,1832919.0,,,,9224,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,0.5832916,1780112310.9246948,,,1832919.0,,,,9226,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112310.9248102,,,1832919.0,,,,9233,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780112310.9248233,,,1832919.0,,,,9234,,0.25864953,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112310.9248362,,,1832919.0,,,,9235,,,433229.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112340.8871484,,,1836445.0,,,,9237,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780112340.8882358,,,1836445.0,,,,9247,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780112371.5389252,,,1840058.0,,,,9251,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780112371.5400898,,,1840058.0,,,,9261,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780112403.4589477,,1.0,1843825.0,,,,9266,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112403.460086,,,1843825.0,,,,9276,,0.06486936,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112403.4600992,,,1843825.0,,,,9277,,,435956.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112429.9537342,,,1846943.0,,,0.005,9286,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112479.5940266,,,1850000.0,,,,9294,,,,3.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112479.5952525,,,1850000.0,,,,9304,,,437499.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112482.0103173,,,1850283.0,,,,9310,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112515.5184107,,3.0,1854219.0,,,,9321,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112515.5193179,,,1854219.0,,,,9322,,,,,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,0.571954368,,,,,Dueling DDQN+PER
,,1780112515.5194933,,,1854219.0,,,,9331,,0.15668368,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112515.5195065,,,1854219.0,,,,9332,,,438554.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112551.210003,,,1858409.0,,,,9334,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780112551.2115204,,,1858409.0,,,,9345,,0.16019768,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112582.1790116,,,1862071.0,,,,9348,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780112582.180069,,,1862071.0,,,,9360,,,440517.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112617.6122081,,1.0,1866241.0,,,,9363,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112617.6137006,,,1866241.0,,,,9372,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780112649.9553118,,1.0,1870061.0,,,,9377,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112680.829784,,,1873695.0,,,,9390,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780112680.8316064,,,1873695.0,,930.98,,9395,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112717.5116715,,,1878017.0,,,,9403,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112717.5127788,,,1878017.0,,,,9408,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112717.5128531,,,1878017.0,,,,9412,,,,,,,0.571954368,2619.0,,,,Dueling DDQN+PER
,,1780112748.630139,,,1881687.0,,,,9426,,,,,,,0.571954368,2623.0,,,,Dueling DDQN+PER
,,1780112748.6313245,,,1881687.0,,,,9428,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780112781.331498,,1.0,1885541.0,,,,9433,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112781.3326378,,,1885541.0,,,,9434,,,,,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,0.571954368,,,,,Dueling DDQN+PER
,,1780112781.3328037,,,1885541.0,,,,9443,,0.22444406,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112816.4547815,,,1889665.0,,,,9448,,,,,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,0.571954368,,,,,Dueling DDQN+PER
,0.5889664,1780112816.4549623,,,1889665.0,,,,9449,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112844.2791538,,,1892920.0,,,,9459,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112844.2803679,,,1892920.0,,,,9468,,,,,,,0.571954368,2635.0,,,,Dueling DDQN+PER
131.0,,1780112844.2803822,,,1892920.0,,,,9469,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112844.2804093,,,1892920.0,,,,9471,,0.14527515,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112875.0880103,,,1896540.0,,,,9486,,,449134.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112925.692198,,,1900000.0,,,,9497,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,0.590002,1780112926.712721,,,1900022.0,,,,9504,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112926.7127655,,,1900022.0,,928.04,,9506,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112953.5950599,,,1903170.0,,,,9514,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
,,1780112979.623701,,,1906220.0,,,,9529,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780113006.8782635,,,1909418.0,,,,9547,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113006.8782945,,,1909418.0,,901.03,,9548,,,,,,,0.571954368,,,,,Dueling DDQN+PER
131.0,,1780113006.878375,,,1909418.0,,,,9552,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113035.8046672,,2.0,1912826.0,,,,9558,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113035.8061059,,,1912826.0,,,,9559,,,,,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,0.571954368,,,,,Dueling DDQN+PER
,,1780113035.8069053,,,1912826.0,,,,9569,,,453206.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113068.6335194,,4.0,1916684.0,,,,9572,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113068.634454,,,1916684.0,,,,9573,,,,,"{'values': [1], 'bins': [0, 1e-12], '_type': 'histogram'}",,0.571954368,,,,,Dueling DDQN+PER
,,1780113068.634539,,,1916684.0,,901.45,,9576,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113068.6345525,174.94,,1916684.0,,,,9577,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113099.4619226,,,1920286.0,,,,9585,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780113099.463076,,,1920286.0,,,,9587,,,,,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,0.571954368,,,,,Dueling DDQN+PER
,,1780113099.4631712,,,1920286.0,,906.11,,9590,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113099.46323,,,1920286.0,,,,9593,,,,,,,0.571954368,2667.0,,,,Dueling DDQN+PER
,,1780113099.4632647,,,1920286.0,,,,9595,,,,,,,0.571954368,,,,5e-05,Dueling DDQN+PER
,,1780113099.4632924,,,1920286.0,,,,9597,,,455071.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113125.9644656,,,1923392.0,,,,9603,168.44223,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113125.964486,,,1923392.0,,904.73,,9604,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113125.964508,180.18,,1923392.0,,,,9605,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113157.5531359,,,1927100.0,,,,9613,,,,,,,0.571954368,,0.0,,,Dueling DDQN+PER
,,1780113157.5541854,,,1927100.0,,,0.005,9620,,,,,,,0.571954368,,,,,Dueling DDQN+PER
130.0,,1780113157.5542128,,,1927100.0,,,,9622,,,,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113216.4795911,,,1934042.0,,,,9653,,,458510.0,,,,0.571954368,,,,,Dueling DDQN+PER
,,1780113239.7002084,,,1936770.0,,,,9654,,,,0.0,,,0.571954368,,,,,Dueling DDQN+PER
130.0,,1780113239.7009933,,,1936770.0,,,,9664,,,,,,,0.571954368,,,,,Dueling DDQN+PER
