eval/mean_ep_length,rollout/ep_len_mean,locals/num_collected_episodes,_timestamp,rollout/ep_rew_mean,train/loss,eval/mean_reward,time/fps,rollout/exploration_rate,_step,global_step,locals/num_collected_steps,train/learning_rate,train/n_updates,trajectory/video,locals/infos_0_lives,_runtime,locals/rewards,time/_episode_num,run
,,,1780169405.049801,,,,,,4473,700000.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,,1780169415.1182766,,0.8882627,,,,4486,701573.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169415.118295,,,,,,4487,701573.0,,,150393.0,,,0.577534736,,,DDQN (baseline)
,,0.0,1780169425.7510095,,,,,,4489,703253.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169425.7518265,23.49,,,,,4493,703253.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169438.9981577,,,,,,4502,705313.0,1.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780169438.9994774,,2.0137653,,,,4510,705313.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169438.9995034,,,,,,4511,705313.0,,,151328.0,,,0.577534736,,,DDQN (baseline)
,,,1780169449.0582454,,,,,,4512,706879.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,,1780169449.0595267,,,,,0.609253,4518,706879.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169449.0595572,,,,182.0,,4520,706879.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169449.059602,,2.284117,,,,4522,706879.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169449.0596216,,,,,,4523,706879.0,,,151719.0,,,0.577534736,,,DDQN (baseline)
,,,1780169461.2283542,,,,,0.6082094,4530,708767.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169461.228383,,,,182.0,,4532,708767.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169473.753568,24.05,,,,,4541,710739.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169473.7535884,,,,,0.60711926,4542,710739.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169473.753703,,,,,,4547,710739.0,,,152684.0,,,0.577534736,,,DDQN (baseline)
,,,1780169484.2112,,,,,,4548,712361.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,,1780169484.2125895,,1.7238488,,,,4558,712361.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169484.212609,,,,,,4559,712361.0,,,153090.0,,,0.577534736,,,DDQN (baseline)
,,,1780169508.2344072,,0.6763493,,,,4582,716089.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169520.458939,,,,,,4586,717985.0,1.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780169520.4597094,,,,,,4591,717985.0,,,,,,0.577534736,,1519.0,DDQN (baseline)
,,,1780169531.7389288,,1.3579966,,,,4606,719745.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169531.7396245,,,,,,4607,719745.0,,,154936.0,,,0.577534736,,,DDQN (baseline)
,,,1780169543.4866207,,,,181.0,,4616,721569.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169543.4866483,,1.6373444,,,,4618,721569.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169543.4866617,,,,,,4619,721569.0,,,155392.0,,,0.577534736,,,DDQN (baseline)
,,0.0,1780169554.0166392,,,,,,4621,723219.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169554.0180779,,,,,0.6002206,4626,723219.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169554.0181167,,,,181.0,,4628,723219.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169554.0181437,,1.9785085,,,,4630,723219.0,,,,,,0.577534736,,,DDQN (baseline)
,,0.0,1780169564.6985846,,,,,,4633,724885.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169564.6995587,,,,,,4635,724885.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,,,1780169564.6996264,23.5,,,,,4637,724885.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169577.1220615,,,,,,4647,726799.0,,,,,,0.577534736,"{'bins': [0, 1e-12], '_type': 'histogram', 'values': [1]}",,DDQN (baseline)
,455.12,,1780169577.1221132,,,,,,4648,726799.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169577.1221561,,,,,0.5982417,4650,726799.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169577.1221695,,,,,,4651,726799.0,,,,,,0.577534736,,1539.0,DDQN (baseline)
,,,1780169588.8634977,,,,,,4659,728599.0,,,,,,0.577534736,"{'bins': [0, 1e-12], '_type': 'histogram', 'values': [1]}",,DDQN (baseline)
,,,1780169588.8635848,23.55,,,,,4661,728599.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169603.0970068,,,,,,4670,730815.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780169603.098136,,,,,,4671,730815.0,,,,,,0.577534736,"{'values': [1], 'bins': [0, 1e-12], '_type': 'histogram'}",,DDQN (baseline)
,463.8,,1780169603.0981905,,,,,,4672,730815.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169603.0982246,,,,,0.5960217,4674,730815.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169603.0982547,,,,181.0,,4676,730815.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169603.0982683,,,,,,4677,730815.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,0.0,1780169615.2981274,,,,,,4681,732703.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169615.2992277,,,,180.0,,4688,732703.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169626.9810047,,,,,,4694,734505.0,1.0,,,,,0.577534736,,,DDQN (baseline)
,463.44,,1780169626.981954,,,,,,4696,734505.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169626.981987,,,,,0.593982,4698,734505.0,,,,,,0.577534736,,,DDQN (baseline)
,,0.0,1780169639.8887956,,,,,,4705,736515.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169639.8902762,,,,,,4713,736515.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,,1780169651.6572878,,,,,,4719,738347.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,464.2,,1780169651.657352,,,,,,4720,738347.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169651.6574507,,1.14871,,,,4726,738347.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169662.614399,,,,,,4731,740051.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,,,1780169662.6145465,,,,,0.5909163,4734,740051.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169662.6146028,,,,180.0,,4736,740051.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169673.704274,,,,,,4751,741773.0,,,160443.0,,,0.577534736,,,DDQN (baseline)
,,,1780169687.0725138,,,,,,4752,743853.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,462.82,,1780169687.0737562,,,,,,4756,743853.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169687.073873,,1.6628317,,,,4762,743853.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169698.1137002,,,,,,4771,745535.0,,,,,,0.577534736,,1579.0,DDQN (baseline)
,,,1780169698.1137147,,,,180.0,,4772,745535.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169698.1137412,,0.84150624,,,,4774,745535.0,,,,,,0.577534736,,,DDQN (baseline)
,457.24,,1780169709.6382842,,,,,,4780,747297.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169709.638331,,,,,,4783,747297.0,,,,,,0.577534736,,1583.0,DDQN (baseline)
,,0.0,1780169722.1588497,,,,,,4789,749219.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169722.1588657,,,,,,4790,749219.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,459.66,,1780169722.1599576,,,,,,4792,749219.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169722.1600068,,,,,0.5858484,4794,749219.0,,,,,,0.577534736,,,DDQN (baseline)
590.6,,,1780169740.0352385,,,,,,4800,750000.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169740.0353224,,,,,,4804,750000.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,,0.0,1780169748.2104723,,,,,,4812,751017.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169748.2119331,,,,,,4818,751017.0,,,,,,0.577534736,,1591.0,DDQN (baseline)
,,,1780169774.809028,,,,,,4826,753095.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780169774.8105438,,,,,,4835,753095.0,,,163273.0,,,0.577534736,,,DDQN (baseline)
,461.56,,1780169796.970293,,,,,,4852,756895.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169808.4050918,,,,,,4862,758851.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780169819.0842025,,,,,,4879,760675.0,,,,,,0.577534736,,1611.0,DDQN (baseline)
,,,1780169842.0310023,23.27,,,,,4901,764529.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169842.031089,,0.91195846,,,,4906,764529.0,,,,,,0.577534736,,,DDQN (baseline)
,,0.0,1780169854.187427,,,,,,4909,766579.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169854.1887312,,,,178.0,,4916,766579.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169854.188768,,,,,,4917,766579.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,,1780169854.1887915,,0.63673705,,,,4918,766579.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169854.1888132,,,,,,4919,766579.0,,,166644.0,,,0.577534736,,,DDQN (baseline)
,,,1780169865.5936224,,,,,,4923,768515.0,,,,,,0.577534736,"{'values': [1], 'bins': [0, 1e-12], '_type': 'histogram'}",,DDQN (baseline)
,,,1780169865.5937653,,1.9724131,,,,4930,768515.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169879.759796,,,,,,4935,770875.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,,,1780169891.4903111,,0.9846213,,,,4954,772823.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169903.7122037,,,,,,4959,774863.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,,,1780169903.7123296,,,,178.0,,4964,774863.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169903.7123435,,,,,,4965,774863.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,,1780169903.7123704,,,,,,4967,774863.0,,,168715.0,,,0.577534736,,,DDQN (baseline)
,,,1780169914.908712,,,,,,4968,776703.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,,1780169914.9099402,,2.9594507,,,,4978,776703.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169914.909959,,,,,,4979,776703.0,,,169175.0,,,0.577534736,,,DDQN (baseline)
,,,1780169927.5514095,,,,,,4983,778803.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,,,1780169927.5515492,,1.0702865,,,,4990,778803.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169927.5515623,,,,,,4991,778803.0,,,169700.0,,,0.577534736,,,DDQN (baseline)
,,,1780169938.754396,,,,,,4992,780667.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,,1780169950.5317469,,,,,,5004,782617.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,481.12,,1780169950.5329623,,,,,,5008,782617.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169950.5330021,23.85,,,,,5009,782617.0,,,,,,0.577534736,,,DDQN (baseline)
,,0.0,1780169962.2289937,,,,,,5017,784575.0,,,,,,0.577534736,,,DDQN (baseline)
,480.6,,1780169962.2300193,,,,,,5020,784575.0,,,,,,0.577534736,,,DDQN (baseline)
,,0.0,1780169974.672626,,,,,,5029,786671.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169974.6726415,,,,,,5030,786671.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,483.24,,1780169974.6736853,,,,,,5032,786671.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169974.6737862,,0.7705444,,,,5038,786671.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169985.2148173,,,,,,5042,788467.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780169985.2156343,,,,,,5043,788467.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,484.16,,1780169985.2156827,,,,,,5044,788467.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169985.2157013,23.8,,,,,5045,788467.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169985.2164004,,,,,,5051,788467.0,,,172116.0,,,0.577534736,,,DDQN (baseline)
,,,1780169997.9671526,,,,,,5052,790615.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,488.42,,1780169997.9687376,,,,,,5056,790615.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169997.9687762,23.97,,,,,5057,790615.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780169997.968798,,,,,0.5629656,5058,790615.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170010.4806514,,,,,,5067,792713.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,,,1780170010.4807675,,,,,,5071,792713.0,,,,,,0.577534736,,1675.0,DDQN (baseline)
,,,1780170010.4808311,,,,,,5075,792713.0,,,173178.0,,,0.577534736,,,DDQN (baseline)
,,,1780170023.9348605,,,,,,5076,794973.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,0.0,1780170023.9349244,,,,,,5077,794973.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170023.936108,,,,,0.5605566,5082,794973.0,,,,,,0.577534736,,,DDQN (baseline)
,,0.0,1780170035.978609,,,,,,5089,797009.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170035.9786336,,,,,,5090,797009.0,1.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780170035.979583,,,,,,5091,797009.0,,,,,,0.577534736,"{'bins': [0, 1e-12], '_type': 'histogram', 'values': [1]}",,DDQN (baseline)
,,,1780170035.9797232,,,,,,5097,797009.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,,1780170035.9797366,,0.42311388,,,,5098,797009.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170035.97975,,,,,,5099,797009.0,,,174252.0,,,0.577534736,,,DDQN (baseline)
,,,1780170047.5614367,24.53,,,,,5105,798971.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170047.5615072,,1.0240077,,,,5110,798971.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170063.621129,,,,,,5117,800000.0,,,,,,0.577534736,"{'values': [1], 'bins': [0, 1e-12], '_type': 'histogram'}",,DDQN (baseline)
,,,1780170063.6212032,,,,,0.55777836,5118,800000.0,,,,,,0.577534736,,,DDQN (baseline)
,500.02,,1780170069.6994052,,,,,,5127,801019.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170069.6994514,,,,,,5130,801019.0,,,,,,0.577534736,,1691.0,DDQN (baseline)
,,,1780170080.843518,,,,,,5135,802909.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,,1780170080.8445427,,,,,,5146,802909.0,,,175727.0,,,0.577534736,,,DDQN (baseline)
,,,1780170091.6157851,,,,,0.5551626,5153,804731.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170103.1386988,,,,,,5159,806683.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,0.0,1780170103.1387372,,,,,,5160,806683.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170103.139836,24.11,,,,,5164,806683.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170103.139851,,,,,0.5540836,5165,806683.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170103.1398654,,,,,,5166,806683.0,,,,,,0.577534736,,1703.0,DDQN (baseline)
,,,1780170103.139895,,,,,,5168,806683.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,,1780170103.1399238,,0.61055243,,,,5169,806683.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170125.849495,,,,,,5183,810571.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,498.96,,1780170125.8507164,,,,,,5187,810571.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170138.505022,,,,,,5195,812713.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,,1780170138.5057526,,,,,,5198,812713.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,501.12,,1780170138.5060313,,,,,,5199,812713.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170138.5060875,,,,,,5202,812713.0,,,,,,0.577534736,,1715.0,DDQN (baseline)
,,,1780170149.014722,,,,,,5207,814483.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,,1780170149.0156856,,,,,,5210,814483.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,,,1780170149.0157936,,,,,0.5497719,5213,814483.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170149.015822,,,,177.0,,5215,814483.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170159.5115268,,,,,,5226,816271.0,,,,,,0.577534736,,1723.0,DDQN (baseline)
,495.72,,1780170170.2595136,,,,,,5235,818087.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170170.2595563,,,,,0.5477797,5237,818087.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170170.2596097,,2.3020236,,,,5241,818087.0,,,,,,0.577534736,,,DDQN (baseline)
,492.32,,1780170182.1416802,,,,,,5247,820107.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170182.1417127,,,,,0.54666305,5249,820107.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170182.1417418,,,,177.0,,5251,820107.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170182.1421878,,,,,,5254,820107.0,,,180026.0,,,0.577534736,,,DDQN (baseline)
,,0.0,1780170195.3170428,,,,,,5256,822353.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170195.3176937,,,,,,5258,822353.0,,,,,,0.577534736,"{'values': [1], 'bins': [0, 1e-12], '_type': 'histogram'}",,DDQN (baseline)
,,,1780170195.318064,,,,,,5264,822353.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,,1780170207.3449469,,,,,,5269,824393.0,1.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780170207.3457434,23.57,,,,,5272,824393.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170207.3458126,,,,177.0,,5275,824393.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170207.3458705,,,,,,5278,824393.0,,,181098.0,,,0.577534736,,,DDQN (baseline)
,,,1780170219.9127054,,,,177.0,,5287,826505.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170232.6346967,,,,,,5291,828629.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,498.26,,1780170232.6358776,,,,,,5295,828629.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170232.6358955,23.36,,,,,5296,828629.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170232.6359968,,1.2508588,,,,5301,828629.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170242.5662298,23.3,,,,,5308,830321.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170242.5662432,,,,,0.541017,5309,830321.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170242.5662563,,,,,,5310,830321.0,,,,,,0.577534736,,1751.0,DDQN (baseline)
,,,1780170265.8623772,,1.231009,,,,5337,834251.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170265.8623962,,,,,,5338,834251.0,,,183562.0,,,0.577534736,,,DDQN (baseline)
,494.28,,1780170276.7546675,,,,,,5343,836099.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170276.7547157,,,,,,5346,836099.0,,,,,,0.577534736,,1763.0,DDQN (baseline)
,497.32,,1780170289.22623,,,,,,5355,838199.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170289.2263098,,,,,,5360,838199.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,,1780170289.2263281,,2.3210795,,,,5361,838199.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170302.621612,,,,,,5363,840455.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,,1780170302.6216648,,,,,,5365,840455.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,498.4,,1780170302.6231818,,,,,,5367,840455.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170302.6232226,,,,,0.5354152,5369,840455.0,,,,,,0.577534736,,,DDQN (baseline)
,,0.0,1780170313.0881493,,,,,,5376,842221.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170313.0891297,23.18,,,,,5380,842221.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170313.0891771,,,,177.0,,5383,842221.0,,,,,,0.577534736,,,DDQN (baseline)
,,0.0,1780170323.8849916,,,,,,5388,844043.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170323.8919945,,,,,,5398,844043.0,,,186010.0,,,0.577534736,,,DDQN (baseline)
,,0.0,1780170333.9740195,,,,,,5400,845747.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170333.975384,,,,177.0,,5407,845747.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170345.958,,,,,,5411,847781.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,0.0,1780170345.9580388,,,,,,5412,847781.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170345.9589593,22.27,,,,,5416,847781.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170345.9590309,,0.76933587,,,,5421,847781.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170345.9590435,,,,,,5422,847781.0,,,186945.0,,,0.577534736,,,DDQN (baseline)
,,,1780170357.3460953,,,,,,5425,849701.0,1.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780170357.3479455,,,,177.0,,5431,849701.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170373.1501303,,,24.6,,,5436,850000.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170373.150177,,,,,,5439,850000.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780170373.1512494,,,,,,5442,850000.0,,,,,,0.577534736,,1792.0,DDQN (baseline)
,,,1780170385.697839,,,,,,5449,852129.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,,,1780170385.6980238,,,,,0.528962,5452,852129.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170385.6980393,,,,,,5453,852129.0,,,,,,0.577534736,,1795.0,DDQN (baseline)
,,,1780170397.883167,,,,,,5460,854193.0,1.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780170397.8842661,,,,,,5461,854193.0,,,,,,0.577534736,"{'values': [1], 'bins': [0, 1e-12], '_type': 'histogram'}",,DDQN (baseline)
,,,1780170397.8843763,,,,,0.52782106,5464,854193.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170397.8844147,,,,176.0,,5466,854193.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170397.8844507,,0.8890854,,,,5468,854193.0,,,,,,0.577534736,,,DDQN (baseline)
,495.04,,1780170409.7138143,,,,,,5474,856187.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170409.7139318,,1.3442895,,,,5480,856187.0,,,,,,0.577534736,,,DDQN (baseline)
,496.14,,1780170422.6674855,,,,,,5486,858373.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170422.6675036,22.9,,,,,5487,858373.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170433.7902887,,,,,,5501,860253.0,,,,,,0.577534736,,1811.0,DDQN (baseline)
,,,1780170446.3573518,,,,,,5515,862381.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,,1780170459.1608489,,,,,,5518,864571.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,,1780170459.161797,,,,,,5521,864571.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,,,1780170459.1619537,,,,,,5527,864571.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,,1780170471.3914106,,,,,,5532,866627.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780170471.3923562,,1.2625443,,,,5540,866627.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170486.314357,,,,,,5542,869129.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,510.42,,1780170486.3152666,,,,,,5546,869129.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170497.7583103,,,,,,5556,871067.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,510.82,,1780170511.8384995,,,,,,5570,873435.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170511.8385184,24.3,,,,,5571,873435.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170527.3897326,,,,,,5581,876049.0,,,,,,0.577534736,"{'bins': [0, 1e-12], '_type': 'histogram', 'values': [1]}",,DDQN (baseline)
,516.56,,1780170527.3897855,,,,,,5582,876049.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170527.3898463,,,,176.0,,5586,876049.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170527.3898733,,1.5524254,,,,5588,876049.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170527.3898954,,,,,,5589,876049.0,,,194012.0,,,0.577534736,,,DDQN (baseline)
,517.0,,1780170540.2554066,,,,,,5594,878205.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170540.2554252,25.37,,,,,5595,878205.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170540.2554688,,,,176.0,,5598,878205.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170553.0323017,25.52,,,,,5607,880355.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170553.0323296,,,,,,5609,880355.0,,,,,,0.577534736,,1847.0,DDQN (baseline)
,,,1780170553.032357,,,,,,5611,880355.0,,5e-05,,,,0.577534736,,,DDQN (baseline)
,,,1780170571.1177542,,,,,,5616,883407.0,3.0,,,,,0.577534736,,,DDQN (baseline)
,,,1780170584.9675913,,1.9869124,,,,5636,885713.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170598.6464717,,,,,,5638,888011.0,,,,,0.0,0.577534736,,,DDQN (baseline)
,,,1780170598.647603,,,,,,5641,888011.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,541.06,,1780170611.7668145,,,,,,5654,890205.0,,,,,,0.577534736,,,DDQN (baseline)
,,,1780170611.7673814,,,,,,5661,890205.0,,,197551.0,,,0.577534736,,,DDQN (baseline)
,,,1780170655.2022057,,,,,,5689,897497.0,,,,,,0.577534736,"{'_type': 'histogram', 'values': [1], 'bins': [0, 1e-12]}",,DDQN (baseline)
,,,1780170668.7705407,,,,,,5700,899783.0,3.0,,,,,0.577534736,,,DDQN (baseline)
